team_abbrev,team_name,player_id,player_name,position,normalized_pos,ovr,dev,id,rosterId,league,team,last_updated,trade_block,trade_value,isRetired,injury,injury_discord_notified,hide_injury,age,birthDay,birthMonth,birthYear,college,draftPick,draftRound,firstName,fullName,cleanName,experiencePoints,height,homeState,homeTown,injuryLength,injuryType,isActive,isFreeAgent,isOnIR,isOnPracticeSquad,jerseyNum,lastName,legacyScore,portraitId,presentationId,playerBestOvr,playerSchemeOvr,reSignStatus,rookieYear,scheme,skillPoints,teamSchemeOvr,weight,yearsPro,capHit,capReleaseNetSavings,capReleasePenalty,contractBonus,contractLength,contractSalary,contractYearsLeft,desiredBonus,desiredLength,desiredSalary,durabilityGrade,intangibleGrade,physicalGrade,productionGrade,sizeGrade,rosterGoalList,signatureSlotList,accelRating,agilityRating,awareRating,confRating,injuryRating,jumpRating,speedRating,staminaRating,strengthRating,toughRating,impactBlockRating,leadBlockRating,passBlockFinesseRating,passBlockPowerRating,passBlockRating,runBlockFinesseRating,runBlockPowerRating,runBlockRating,breakSackRating,throwAccDeepRating,throwAccMidRating,throwAccRating,throwAccShortRating,throwOnRunRating,throwPowerRating,throwUnderPressureRating,playActionRating,bCVRating,breakTackleRating,catchRating,carryRating,cITRating,jukeMoveRating,kickRetRating,spinMoveRating,stiffArmRating,truckRating,changeOfDirectionRating,releaseRating,routeRunDeepRating,routeRunMedRating,routeRunShortRating,specCatchRating,finesseMovesRating,hitPowerRating,blockShedRating,manCoverRating,playRecRating,powerMovesRating,pressRating,pursuitRating,tackleRating,zoneCoverRating,kickAccRating,kickPowerRating,clutchTrait,devTrait,highMotorTrait,penaltyTrait,predictTrait,qBStyleTrait,forcePassTrait,sensePressureTrait,throwAwayTrait,tightSpiralTrait,coverBallTrait,runStyle,fightForYardsTrait,dropOpenPassTrait,feetInBoundsTrait,hPCatchTrait,playBallTrait,posCatchTrait,yACCatchTrait,bigHitTrait,dLBullRushTrait,dLSpinTrait,dLSwimTrait,lBStyleTrait,stripBallTrait
SF,49ers,1388353341,Jamie Rathman,TE,TE,68,0,1388353341,553386298,MEGA,49ers,2026-02-04 05:49:52.285194,False,202,False,,False,False,24,1,13,2067,Syracuse,10,5,Jamie,Jamie Rathman,Jamie Rathman,1320,76,32,PLACEHOLDER,0,97,True,False,False,False,82,Rathman,0,4089,2352,68,68,0,2026,4,0,68,253,1,1750000,1750000,0,0,1,1750000,1,0,0,0,0,68,77,0,95,[],[],87,81,62,50,91,76,78,81,79,81,69,51,64,48,62,56,59,64,24,33,37,22,31,22,12,35,34,63,67,75,71,77,68,35,57,70,75,74,66,59,61,71,80,40,40,34,26,41,31,34,28,38,36,45,28,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388353055,Jabari Brockers,CB,CB,68,0,1388353055,553386392,MEGA,49ers,2026-02-04 05:49:52.286652,False,274,False,,False,False,23,7,5,2056,Clemson,9,6,Jabari,Jabari Brockers,Jabari Brockers,2845,73,18,PLACEHOLDER,0,97,True,False,False,True,42,Brockers,0,3945,2027,68,68,24,2026,9,0,60,191,1,0,0,0,0,0,0,0,0,1,1530000,0,60,85,0,97,[],[],88,85,62,50,84,85,90,83,54,85,61,29,37,31,30,41,37,41,38,13,11,36,29,26,13,27,30,66,44,62,65,24,64,81,60,39,33,87,44,42,39,46,39,35,57,55,77,60,42,67,69,53,57,29,42,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388355762,Cody Greene,REDGE,DE,68,0,1388355762,553387309,MEGA,49ers,2026-02-04 05:49:52.287349,False,274,False,,False,False,23,19,10,1973,Indiana,250,63,Cody,Cody Greene,Cody Greene,3421,75,21,PLACEHOLDER,0,97,True,False,False,True,98,Greene,0,3365,2086,68,68,24,2025,6,0,68,280,1,0,0,0,0,0,0,0,0,1,1170000,0,68,79,0,95,[],[],78,73,61,50,88,78,81,75,85,86,72,29,25,38,30,25,43,37,43,17,25,17,33,16,33,36,37,46,28,45,59,31,46,26,42,38,40,60,44,26,36,45,27,65,81,57,42,63,74,40,79,77,43,26,37,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388353053,Collin Albertson,SAM,LB,67,0,1388353053,553387276,MEGA,49ers,2026-02-04 05:49:52.281011,False,262,False,,False,False,23,17,7,1971,Syracuse,17,4,Collin,Collin Albertson,Collin Albertson,2980,73,44,PLACEHOLDER,0,97,True,False,False,False,99,Albertson,0,10315,2255,67,67,24,2026,8,0,62,236,1,1270000,1020000,750000,1000000,4,4200000,3,0,0,0,0,62,82,0,99,[],[],89,78,69,50,96,69,86,81,74,81,68,26,30,36,25,41,39,27,27,29,21,31,26,28,14,38,25,35,26,55,53,28,28,40,28,26,28,68,48,46,41,27,40,57,72,74,48,70,59,45,75,77,59,33,29,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388355806,C.J. Waddle,C,OL,67,1,1388355806,553388459,MEGA,49ers,2026-02-04 05:49:52.284155,False,196,False,,False,False,24,25,4,2053,Clemson,47,63,C.J.,C.J. Waddle,CJ Waddle,1284,74,33,PLACEHOLDER,0,97,True,False,False,False,68,Waddle,16,4070,2211,67,67,0,2025,4,0,60,293,1,1970000,1970000,0,0,1,1970000,1,0,0,0,0,60,76,0,92,[],[],80,68,73,50,95,56,61,84,79,79,73,76,72,76,85,60,60,69,41,13,28,18,15,30,14,44,33,24,44,30,51,48,42,32,46,27,47,47,44,48,41,33,28,44,40,34,24,35,47,46,27,29,26,32,31,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388353054,Duke Goodrich,HB,RB,67,0,1388353054,553386121,MEGA,49ers,2026-02-04 05:49:52.281255,False,322,False,,False,False,22,9,4,1991,Texas Tech,6,6,Duke,Duke Goodrich,Duke Goodrich,1633,71,39,PLACEHOLDER,0,97,True,False,False,False,14,Goodrich,20,3939,2174,67,67,24,2026,5,0,67,201,1,1110000,1020000,270000,360000,4,4200000,3,0,0,0,0,67,87,0,97,[],[],89,85,65,50,81,77,94,96,62,80,39,47,29,41,47,33,48,25,39,22,29,16,18,28,37,26,32,73,76,69,80,55,82,88,73,66,65,86,67,38,50,53,47,40,36,37,43,46,40,34,40,32,40,40,27,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380113,Mason Brooks,RG,OL,67,0,1313380113,553386297,MEGA,49ers,2026-02-04 05:49:52.278665,False,90,False,,False,False,27,11,10,1999,Ole Miss,-1,63,Mason,Mason Brooks,Mason Brooks,2261,78,42,Cedar Park,0,97,True,False,False,False,63,Brooks,24,10370,22867,67,67,0,2024,2,0,61,315,4,520000,520000,0,0,2,1000000,1,0,0,0,0,61,82,0,99,[],[],69,54,57,50,89,76,63,82,85,90,84,75,63,75,71,72,77,74,8,6,7,44,9,6,32,7,7,25,5,37,45,10,22,5,25,39,32,47,15,5,5,10,12,31,51,44,11,33,41,10,32,41,11,14,14,0,0,0,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388355835,Manny Honeycutt,LT,OL,67,0,1388355835,553386579,MEGA,49ers,2026-02-04 05:49:52.287732,False,239,False,,False,False,23,9,14,2039,Auburn,86,63,Manny,Manny Honeycutt,Manny Honeycutt,223,79,24,PLACEHOLDER,0,97,True,False,False,True,63,Honeycutt,15,10351,2283,67,67,24,2025,2,0,60,324,1,0,0,0,0,0,0,0,0,1,2560000,0,60,86,0,99,[],[],75,61,66,50,83,61,62,84,90,79,84,81,64,75,68,67,71,65,36,23,23,35,35,28,20,34,42,42,31,27,50,35,29,44,40,45,31,50,45,35,33,34,46,34,46,35,30,32,27,33,25,33,46,42,26,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380106,Tatum Bethune,MIKE,LB,66,0,1313380106,553386195,MEGA,49ers,2026-02-04 05:49:52.278150,False,105,False,,False,False,26,19,2,2001,Florida State,31,7,Tatum,Tatum Bethune,Tatum Bethune,3979,72,8,Miami,0,97,True,False,False,False,48,Bethune,7,10013,14922,66,66,0,2023,0,0,65,227,3,910000,910000,0,0,2,1770000,1,0,0,0,0,65,80,0,85,[],[],87,83,66,50,92,75,81,82,67,85,68,34,25,25,30,35,35,42,24,21,23,29,31,22,20,13,11,58,40,67,55,55,64,45,58,50,50,76,23,10,10,15,60,64,80,66,62,71,54,63,82,73,70,14,16,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380483,Marc Vasquez,LT,OL,66,0,1313380483,553386137,MEGA,49ers,2026-02-04 05:49:52.285984,False,239,False,,False,False,23,27,13,2055,Miami,21,7,Marc,Marc Vasquez,Marc Vasquez,2090,78,46,PLACEHOLDER,0,97,True,False,False,True,79,Vasquez,0,3902,2706,66,66,24,2027,5,0,62,309,0,0,0,0,0,0,0,0,0,1,2300000,0,62,77,0,99,[],[],75,71,69,50,79,56,68,81,79,85,74,75,75,76,73,64,67,68,37,21,32,23,35,37,20,42,24,37,44,28,55,28,33,43,29,42,40,48,40,46,41,27,28,38,47,36,34,36,34,28,24,34,33,32,34,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382231,Joey Quintana,FS,S,66,0,1313382231,553387211,MEGA,49ers,2026-02-04 05:49:52.288094,False,305,False,,False,False,22,19,3,2047,Oregon,13,7,Joey,Joey Quintana,Joey Quintana,2600,71,46,PLACEHOLDER,0,97,True,False,False,True,33,Quintana,0,3905,2753,66,66,24,2027,12,0,65,206,0,0,0,0,0,0,0,0,0,1,1060000,0,65,80,0,90,[],[],91,80,63,50,80,77,82,95,68,80,63,39,46,45,30,27,37,32,27,28,19,36,21,29,34,44,37,53,38,62,49,25,50,47,50,40,56,82,41,40,33,30,28,38,79,67,66,63,34,59,77,71,70,24,36,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388353056,Bryan Watkins,LG,OL,66,0,1388353056,553387657,MEGA,49ers,2026-02-04 05:49:52.281496,False,318,False,,False,False,22,17,8,2030,Texas A&M,23,7,Bryan,Bryan Watkins,Bryan Watkins,1073,78,1,PLACEHOLDER,0,97,True,False,False,False,75,Watkins,20,3455,2297,66,66,24,2026,0,0,65,317,1,1060000,1020000,120000,160000,4,4200000,3,0,0,0,0,65,83,0,99,[],[],82,72,67,50,88,68,68,96,85,86,81,80,67,66,70,68,72,75,34,21,19,12,29,21,19,28,33,24,38,26,53,30,32,27,40,33,28,45,38,34,31,41,24,32,47,32,47,43,44,43,27,33,25,35,42,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382399,Jermaine Peppers,FB,FB,66,0,1313382399,553388696,MEGA,49ers,2026-02-04 05:49:52.283511,False,203,False,,False,False,23,29,12,2024,Auburn,21,4,Jermaine,Jermaine Peppers,Jermaine Peppers,1283,75,12,PLACEHOLDER,0,97,True,False,False,False,46,Peppers,0,3807,2582,66,66,24,2027,3,0,66,253,0,1220000,970000,1000000,1000000,4,4200000,4,0,0,0,0,66,72,0,99,[],[],81,84,61,50,82,71,76,80,76,80,65,79,47,41,62,46,60,61,33,12,27,22,17,17,27,38,47,66,54,62,70,48,65,64,56,68,77,73,38,46,44,56,56,48,45,34,38,24,48,39,29,30,37,30,32,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380063,Kurtis Rourke,QB,QB,66,0,1313380063,553388283,MEGA,49ers,2026-02-04 05:49:52.274467,False,206,False,,False,False,26,25,10,2000,Indiana,11,7,Kurtis,Kurtis Rourke,Kurtis Rourke,786,76,50,Oakville,0,97,True,False,False,False,8,Rourke,0,10713,14802,66,66,24,2025,0,0,66,220,2,930000,900000,60000,120000,4,3300000,2,0,0,0,0,66,0,0,98,[],[],78,75,70,50,82,70,76,87,67,81,30,28,34,35,24,33,33,23,61,73,77,9,84,76,89,73,77,69,57,49,59,17,52,23,51,35,45,72,27,17,18,18,18,30,30,30,20,48,28,17,24,35,44,30,25,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380107,Robert Beal Jr,LEDGE,DE,65,0,1313380107,553386161,MEGA,49ers,2026-02-04 05:49:52.278437,False,93,False,,False,False,28,18,8,1999,Georgia,38,5,Robert,Robert Beal Jr,Robert Beal Jr,4703,76,9,Duluth,0,97,True,False,False,False,51,Beal Jr,0,2639,22981,65,65,0,2024,12,0,64,250,4,500000,0,0,0,2,960000,1,0,0,0,0,64,85,0,99,[],[],92,75,68,50,88,77,90,69,68,75,81,43,45,45,45,45,45,45,15,6,6,12,6,6,21,11,6,47,37,44,45,35,48,10,44,50,40,71,38,22,31,33,41,59,80,68,34,62,69,48,77,70,50,14,14,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388354005,Phillip Webber,CB,CB,65,0,1388354005,553388867,MEGA,49ers,2026-02-04 05:49:52.288349,False,247,False,,False,False,23,12,15,2018,UCLA,11,7,Phillip,Phillip Webber,Phillip Webber,2715,70,21,PLACEHOLDER,0,97,True,False,False,True,24,Webber,0,10357,2058,65,65,24,2026,10,0,65,202,1,0,0,0,0,0,0,0,0,1,1170000,0,65,85,0,99,[],[],89,86,58,50,92,85,87,97,54,83,56,46,48,28,46,34,40,48,42,22,17,28,20,31,23,42,25,63,42,56,63,47,70,73,64,44,43,83,46,41,34,28,30,39,59,51,61,64,36,74,71,61,74,38,30,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313381103,Casey Kreiter,LS,LS,65,0,1313381103,553387503,MEGA,49ers,2026-02-04 05:49:52.279606,False,0,False,,False,False,37,13,8,1990,Iowa,-1,63,Casey,Casey Kreiter,Casey Kreiter,20172,73,14,DeWitt,0,97,True,False,False,False,3,Kreiter,211,8363,17900,65,65,24,2015,5,0,65,250,13,1790000,1590000,400000,600000,3,4800000,2,0,0,0,0,69,66,0,92,[],[],69,68,57,50,92,78,66,80,65,82,68,53,40,50,54,35,40,48,10,10,10,14,10,10,10,10,10,20,15,62,64,47,16,10,10,15,22,63,42,40,45,50,45,16,59,45,22,13,24,10,42,47,19,14,11,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380052,Drew Moss,LT,OL,64,0,1313380052,553387578,MEGA,49ers,2026-02-04 05:49:52.278897,False,183,False,,False,False,24,21,5,2003,Colorado State,0,63,Drew,Drew Moss,Drew Moss,9,75,42,Richardson,0,97,True,False,False,False,65,Moss,44,0,4709,64,64,0,2025,2,0,64,303,2,510000,0,0,0,2,990000,1,0,0,0,0,64,81,0,92,[],[],80,63,59,50,89,79,72,85,84,87,78,79,72,67,73,72,69,71,12,6,6,25,6,6,12,10,6,14,9,21,27,14,11,10,10,15,22,61,15,5,5,13,14,10,23,28,11,15,10,10,29,24,12,14,13,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1526718440,Jamie Espinosa,TE,TE,64,0,1526718440,553386495,MEGA,49ers,2026-02-04 05:49:52.288575,False,305,False,,False,False,22,26,10,2064,Texas,120,63,Jamie,Jamie Espinosa,Jamie Espinosa,0,75,31,PLACEHOLDER,0,97,True,False,False,True,1,Espinosa,0,10326,2785,64,64,24,2025,3,0,61,263,0,0,0,0,0,0,0,0,0,1,1180000,0,61,71,0,93,[],[],81,69,69,50,91,71,70,95,71,79,74,66,63,59,63,55,69,62,45,12,22,18,23,10,31,43,40,58,56,68,70,67,49,31,50,66,66,76,50,56,61,65,74,35,42,45,36,25,43,34,26,40,47,46,35,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380119,Tyrell Morton,LT,OL,64,0,1313380119,553387449,MEGA,49ers,2026-02-04 05:49:52.286306,False,302,False,,False,False,22,23,2,2040,Virginia,21,5,Tyrell,Tyrell Morton,Tyrell Morton,1791,77,10,PLACEHOLDER,0,97,True,False,False,True,76,Morton,0,10338,2720,64,64,24,2027,3,0,59,336,0,0,0,0,0,0,0,0,0,1,1090000,0,59,81,0,99,[],[],74,55,64,50,85,60,61,85,85,79,81,79,65,68,69,64,73,73,36,28,15,28,21,29,30,34,48,32,48,43,57,33,35,45,36,47,34,44,45,46,46,24,39,31,35,41,43,38,48,47,36,39,44,45,26,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382475,Trey Washington,FS,S,63,0,1313382475,553389123,MEGA,49ers,2026-02-04 05:49:52.288799,False,179,False,,False,False,24,9,12,2002,Ole Miss,-1,63,Trey,Trey Washington,Trey Washington,1187,70,0,Trussville,0,97,True,False,False,True,32,Washington,0,11027,4695,63,63,24,2025,13,0,63,205,2,0,0,0,0,0,0,0,0,1,1170000,0,63,83,0,75,[],[],92,77,60,50,86,86,89,87,67,84,57,12,35,35,35,35,35,35,16,6,6,25,6,6,25,13,6,59,56,64,58,57,71,74,63,31,32,72,14,10,13,23,55,33,76,45,63,58,35,60,71,64,69,14,18,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382488,Dartanyan Tinsley,LG,OL,63,0,1313382488,553389116,MEGA,49ers,2026-02-04 05:49:52.289026,False,91,False,,False,False,26,21,3,2001,Cincinnati,-1,63,Dartanyan,Dartanyan Tinsley,Dartanyan Tinsley,1838,75,16,Owensboro,0,97,True,False,False,True,65,Tinsley,11,11030,4693,63,63,24,2025,3,0,60,340,2,0,0,0,0,0,0,0,0,1,1170000,0,60,83,0,92,[],[],67,59,57,50,86,68,56,80,88,81,79,78,65,70,68,66,71,68,15,6,6,30,6,6,13,14,6,14,11,23,24,15,10,10,10,20,25,39,12,5,5,10,14,20,35,27,12,14,25,10,34,34,10,13,13,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382180,Jon Hamilton,QB,QB,58,0,1313382180,553386744,MEGA,49ers,2026-02-04 05:49:52.283727,False,423,False,,False,False,22,27,16,1955,Massachusetts,15,7,Jon,Jon Hamilton,Jon Hamilton,891,75,6,PLACEHOLDER,0,97,True,False,False,False,9,Hamilton,0,4222,2422,58,58,24,2027,0,0,55,223,0,1020000,970000,200000,200000,4,4200000,4,0,0,0,0,55,0,0,97,[],[],88,84,62,50,81,64,73,89,59,81,31,36,37,30,42,43,36,44,63,72,71,11,71,80,86,75,71,50,55,32,55,41,60,26,59,47,49,72,46,39,41,26,30,47,36,34,46,46,29,25,42,33,34,37,40,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
