id,team,seasonIndex,stageIndex,weekIndex,totalLosses,totalTies,totalWins,rank,customRank,prevRank,ptsAgainstRank,ptsForRank,offPassYdsRank,offRushYdsRank,offTotalYdsRank,defPassYdsRank,defRushYdsRank,defTotalYdsRank
11303167,Panthers,0,1,14,7,0,7,19,,14,4,19,18,11,17,7,7,6
11303168,Steelers,0,1,14,8,0,6,24,,19,23,26,20,18,25,22,4,11
11303146,Jets,0,1,14,10,0,4,27,,27,31,9,1,24,1,30,32,32
11303155,Jaguars,0,1,14,7,0,7,20,,20,14,10,24,10,20,24,16,21
11303163,Lions,0,1,14,4,0,10,2,,2,10,8,17,6,6,4,20,7
11303156,Chiefs,0,1,14,9,0,4,26,,26,27,13,22,12,22,9,30,23
11303152,Commanders,0,1,14,7,0,7,14,,15,21,20,8,21,12,31,5,25
11303162,Texans,0,1,14,7,0,6,21,,25,25,25,6,23,13,6,29,12
11303141,Seahawks,0,1,14,6,0,8,11,,12,17,3,5,8,5,16,17,18
11303165,Bills,0,1,14,10,0,3,30,,29,28,24,13,25,23,28,22,26
11303160,Dolphins,0,1,14,7,0,7,15,,18,24,12,7,29,15,26,24,28
11303151,Vikings,0,1,14,8,0,6,23,,21,26,22,9,27,16,14,31,29
11303150,Ravens,0,1,14,4,0,10,5,,4,16,4,30,2,11,17,6,10
11303140,Bears,0,1,14,7,0,7,18,,17,18,16,12,19,18,27,11,24
11303164,Packers,0,1,14,10,0,3,29,,28,12,31,25,26,30,1,10,2
11303149,Raiders,0,1,14,5,0,8,9,,10,15,7,3,30,8,19,13,17
11303144,Broncos,0,1,14,1,0,12,1,,1,9,1,15,1,2,20,8,13
11303142,Falcons,0,1,14,6,0,8,12,,6,3,27,21,22,28,15,15,16
11303161,Patriots,0,1,14,3,0,10,4,,5,2,5,31,5,24,10,1,3
11303148,Bengals,0,1,14,7,0,7,16,,22,13,15,4,9,4,5,21,8
11303170,Titans,0,1,14,2,0,12,3,,3,8,2,2,14,3,21,9,15
11303154,Buccaneers,0,1,14,5,0,9,6,,7,5,14,28,16,29,13,25,20
11303171,Cardinals,0,1,14,12,0,1,32,,32,32,32,32,28,32,29,27,30
11303169,Rams,0,1,14,9,0,5,25,,23,22,18,11,20,14,11,26,19
11323104,Lions,0,1,15,4,0,11,2,,2,10,5,20,5,5,5,25,6
11323091,Ravens,0,1,15,4,0,11,4,,5,16,7,30,2,12,16,4,10
11323095,Buccaneers,0,1,15,5,0,10,6,,6,6,13,29,17,30,9,26,17
11323111,Titans,0,1,15,2,0,13,3,,3,9,2,2,10,3,19,6,13
11323086,Saints,0,1,15,5,0,9,8,,7,8,16,28,16,29,1,13,2
11323092,Vikings,0,1,15,9,0,6,23,,23,27,27,8,30,19,13,31,28
11323102,Patriots,0,1,15,4,0,11,5,,4,2,4,27,6,14,27,1,12
11323085,Broncos,0,1,15,1,0,14,1,,1,5,1,5,1,1,28,18,25
11323097,Chiefs,0,1,15,11,0,4,28,,26,26,18,17,9,13,23,30,30
11323107,Browns,0,1,15,8,0,6,22,,22,18,30,31,20,31,8,5,5
11323101,Dolphins,0,1,15,7,0,7,17,,15,24,10,15,32,28,15,19,19
11323108,Panthers,0,1,15,8,0,7,20,,19,4,19,22,12,22,6,7,4
11323090,Raiders,0,1,15,5,0,9,9,,9,11,8,3,29,8,17,10,16
11323106,Bills,0,1,15,11,0,3,29,,30,28,26,9,27,18,29,23,27
11323096,Jaguars,0,1,15,8,0,7,21,,20,15,11,26,11,25,24,16,22
11323103,Texans,0,1,15,7,0,7,19,,21,17,23,4,23,10,4,28,9
11323083,Falcons,0,1,15,6,0,9,12,,12,3,20,19,19,24,12,15,11
11323112,Cardinals,0,1,15,14,0,1,32,,32,32,32,32,25,32,32,29,32
11323088,49ers,0,1,15,7,0,8,15,,17,1,22,23,15,27,2,2,1
11323105,Packers,0,1,15,12,0,3,30,,29,21,31,14,21,21,7,20,8
11323110,Rams,0,1,15,10,0,5,25,,25,22,17,7,22,15,10,27,21
11323089,Bengals,0,1,15,7,0,7,18,,16,13,14,12,13,9,3,14,3
11323098,Cowboys,0,1,15,6,0,9,11,,10,29,6,24,3,6,31,22,29
11323100,Eagles,0,1,15,12,0,2,31,,31,30,12,18,8,11,21,21,23
11323094,Colts,0,1,15,11,0,4,27,,28,19,29,25,4,7,25,24,26
11323109,Steelers,0,1,15,9,0,6,24,,24,25,24,21,14,23,20,12,18
11323093,Commanders,0,1,15,7,0,7,16,,14,20,21,16,28,26,26,3,15
11323087,Jets,0,1,15,10,0,4,26,,27,31,9,1,31,2,18,32,31
11323099,Chargers,0,1,15,7,0,8,14,,13,14,28,10,24,17,14,17,14
11323081,Bears,0,1,15,7,0,8,13,,18,12,15,13,18,16,30,8,24
11323082,Seahawks,0,1,15,6,0,9,10,,11,23,3,6,7,4,22,11,20
11323084,Giants,0,1,15,5,0,10,7,,8,7,25,11,26,20,11,9,7
11369404,Patriots,0,1,16,4,0,12,5,,5,2,3,27,6,10,28,1,16
11369395,Vikings,0,1,16,10,0,6,24,,23,27,27,11,32,23,12,31,27
11369423,Bengals,0,1,16,7,0,9,13,,18,11,11,4,10,4,4,17,4
11369396,Bears,0,1,16,8,0,8,17,,13,14,18,13,19,18,26,12,23
11369414,Browns,0,1,16,9,0,7,22,,22,15,30,30,21,31,14,15,14
11369416,Chiefs,0,1,16,12,0,4,29,,28,25,17,15,15,17,21,30,30
11369421,Chargers,0,1,16,7,0,8,16,,14,16,28,16,31,28,6,4,2
11369403,Jets,0,1,16,12,0,4,27,,26,31,9,1,29,1,25,32,32
11369406,Lions,0,1,16,4,0,12,2,,2,8,6,20,4,7,5,21,9
11369410,Broncos,0,1,16,1,0,15,1,,1,4,1,8,1,2,24,8,20
11369425,Jaguars,0,1,16,8,0,8,18,,21,17,13,25,12,24,19,14,19
11369422,Packers,0,1,16,13,0,3,30,,30,23,31,18,30,29,7,19,10
11369400,49ers,0,1,16,7,0,9,11,,15,1,22,24,16,27,1,3,1
11369402,Cowboys,0,1,16,7,0,9,12,,11,29,7,26,3,8,29,26,28
11369411,Bills,0,1,16,11,0,4,26,,29,28,26,9,27,19,23,16,22
11369405,Raiders,0,1,16,5,0,11,7,,9,12,8,2,25,6,31,20,29
11369409,Steelers,0,1,16,10,0,6,25,,24,24,24,23,14,25,16,6,12
11369407,Falcons,0,1,16,7,0,9,14,,12,3,25,19,22,26,9,13,8
11369417,Seahawks,0,1,16,6,0,10,10,,10,19,4,6,7,5,20,11,18
11369413,Panthers,0,1,16,9,0,7,21,,20,7,20,22,13,22,8,5,5
11369401,Buccaneers,0,1,16,5,0,11,6,,6,5,15,29,17,30,10,24,13
11369398,Eagles,0,1,16,13,0,2,31,,31,30,14,17,9,13,17,18,21
11369418,Rams,0,1,16,10,0,6,23,,25,18,19,14,23,21,11,27,15
11369399,Saints,0,1,16,6,0,10,8,,8,9,12,21,11,20,3,23,6
11369420,Cardinals,0,1,16,15,0,1,32,,32,32,32,32,28,32,32,29,31
11369394,Ravens,0,1,16,4,0,12,4,,4,13,5,31,2,12,13,2,3
11369424,Colts,0,1,16,12,0,4,28,,27,21,29,28,5,9,22,25,24
11369419,Texans,0,1,16,8,0,7,19,,19,20,23,5,24,11,2,28,7
11369415,Titans,0,1,16,2,0,14,3,,3,10,2,3,8,3,18,9,17
11369412,Dolphins,0,1,16,9,0,7,20,,17,26,10,7,26,16,27,22,26
11369408,Giants,0,1,16,6,0,10,9,,7,6,21,10,20,15,15,7,11
11369397,Commanders,0,1,16,7,0,9,15,,16,22,16,12,18,14,30,10,25
11436977,Titans,0,1,17,2,0,15,3,,3,13,2,2,8,3,23,7,20
11436980,Bengals,0,1,17,7,0,10,12,,13,10,9,5,12,4,5,22,4
11436964,Falcons,0,1,17,8,0,9,16,,14,3,27,17,18,22,9,15,8
11436965,Giants,0,1,17,7,0,10,10,,9,7,22,12,23,17,16,13,13
11436968,Bills,0,1,17,11,0,6,26,,26,24,18,6,15,5,30,23,30
11436978,Browns,0,1,17,10,0,7,22,,22,18,30,29,20,30,17,12,14
11436952,Vikings,0,1,17,10,0,7,23,,24,26,24,8,32,16,10,31,27
11436963,Lions,0,1,17,4,0,12,2,,2,8,5,24,5,14,2,17,3
11436962,Raiders,0,1,17,5,0,11,7,,7,11,8,3,30,8,26,16,25
11436958,Buccaneers,0,1,17,5,0,11,6,,6,5,14,31,19,31,6,18,5
11436955,Bears,0,1,17,8,0,8,17,,17,14,19,15,22,25,18,8,12
11436975,Cardinals,0,1,17,15,0,1,32,,32,32,32,32,31,32,32,29,31
11436976,Chargers,0,1,17,8,0,9,15,,16,15,28,10,24,15,20,11,17
11436981,Colts,0,1,17,12,0,4,27,,28,19,29,28,6,19,15,20,18
11436956,Saints,0,1,17,6,0,11,8,,8,9,13,18,11,18,3,27,10
11436969,Dolphins,0,1,17,10,0,7,21,,20,28,12,7,25,9,25,28,29
11436953,Commanders,0,1,17,7,0,9,14,,15,20,16,13,21,21,22,5,19
11436960,Jets,0,1,17,13,0,4,29,,27,31,10,1,29,1,27,32,32
11436967,Broncos,0,1,17,1,0,16,1,,1,4,1,9,1,2,29,10,24
11436970,Panthers,0,1,17,9,0,7,19,,21,6,21,25,14,27,4,3,2
11436961,Patriots,0,1,17,4,0,13,4,,5,2,3,26,4,11,31,2,21
11436982,Jaguars,0,1,17,9,0,8,18,,18,21,11,21,13,23,24,14,22
11436974,Texans,0,1,17,9,0,7,20,,19,23,25,4,27,10,8,26,11
11436966,Steelers,0,1,17,10,0,7,24,,25,22,26,22,9,20,19,9,15
11436973,Rams,0,1,17,10,0,6,25,,23,16,20,16,26,26,7,21,7
11436972,Seahawks,0,1,17,6,0,10,9,,10,17,4,11,10,7,12,6,9
11436957,49ers,0,1,17,7,0,9,13,,11,1,23,27,17,29,1,1,1
11436951,Ravens,0,1,17,5,0,12,5,,4,12,7,30,2,13,11,4,6
11436971,Chiefs,0,1,17,12,0,4,28,,29,27,17,20,16,24,14,30,26
11436979,Packers,0,1,17,14,0,3,30,,30,25,31,19,28,28,13,19,16
11436959,Cowboys,0,1,17,7,0,10,11,,12,29,6,23,3,6,28,24,28
11436954,Eagles,0,1,17,14,0,2,31,,31,30,15,14,7,12,21,25,23
11469976,Packers,0,1,18,14,0,3,30,,30,25,31,21,30,30,11,15,12
11469971,Texans,0,1,18,9,0,8,19,,20,23,23,3,24,8,10,28,20
11469963,Steelers,0,1,18,10,0,7,25,,24,22,24,25,10,24,15,5,11
11469961,Falcons,0,1,18,8,0,9,15,,16,3,26,18,20,25,6,14,5
11469977,Bengals,0,1,18,7,0,10,12,,12,10,9,6,12,5,3,17,2
11469979,Jaguars,0,1,18,9,0,8,18,,18,21,11,23,16,27,20,12,18
11469970,Rams,0,1,18,10,0,7,22,,25,17,20,16,22,23,12,23,15
11469956,Cowboys,0,1,18,7,0,10,11,,11,29,5,27,3,11,25,20,24
11469955,Buccaneers,0,1,18,5,0,12,5,,6,5,15,29,15,29,8,19,8
11469965,Bills,0,1,18,11,0,6,26,,26,24,18,7,19,10,28,18,27
11469959,Raiders,0,1,18,6,0,11,9,,7,16,8,2,28,9,31,22,29
11469951,Eagles,0,1,18,15,0,2,31,,31,30,16,12,7,6,27,27,30
11469967,Panthers,0,1,18,10,0,7,21,,19,6,25,24,14,26,5,13,4
11469968,Chiefs,0,1,18,12,0,5,27,,28,27,17,17,13,16,18,29,28
11469978,Colts,0,1,18,13,0,4,29,,27,19,29,26,6,12,17,24,23
11469950,Commanders,0,1,18,7,0,10,13,,14,20,14,13,17,13,30,9,25
11469975,Browns,0,1,18,10,0,7,23,,22,18,30,30,23,31,14,10,10
11469966,Dolphins,0,1,18,10,0,7,20,,21,28,12,8,27,14,22,26,26
11469973,Chargers,0,1,18,8,0,9,14,,15,15,27,11,26,18,16,8,13
11469962,Giants,0,1,18,7,0,10,10,,10,7,21,14,25,21,13,11,9
11469964,Broncos,0,1,18,1,0,16,1,,1,4,1,10,1,2,26,6,19
11469958,Patriots,0,1,18,4,0,13,4,,4,2,4,28,5,15,29,2,17
11469952,Bears,0,1,18,9,0,8,17,,17,14,19,15,21,19,24,16,21
11469949,Vikings,0,1,18,10,0,7,24,,23,26,22,9,32,20,7,31,22
11469960,Lions,0,1,18,4,0,13,2,,2,8,7,19,4,7,4,21,6
11469953,Saints,0,1,18,6,0,11,7,,8,9,13,20,11,22,2,25,7
11469974,Titans,0,1,18,2,0,15,3,,3,13,2,4,8,3,19,4,14
11469969,Seahawks,0,1,18,6,0,11,8,,9,12,3,5,9,4,21,7,16
11469957,Jets,0,1,18,13,0,4,28,,29,31,10,1,31,1,23,32,32
11469948,Ravens,0,1,18,5,0,12,6,,5,11,6,31,2,17,9,3,3
11469954,49ers,0,1,18,8,0,9,16,,13,1,28,22,18,28,1,1,1
11469972,Cardinals,0,1,18,16,0,1,32,,32,32,32,32,29,32,32,30,31
11513431,Bills,0,1,19,11,0,6,26,,26,24,18,7,19,10,28,18,27
11513414,Vikings,0,1,19,10,0,7,24,,24,26,22,9,32,20,7,31,22
11513434,Chiefs,0,1,19,12,0,5,27,,27,27,17,17,13,16,18,29,28
11513433,Panthers,0,1,19,10,0,7,21,,21,6,25,24,14,26,5,13,4
11513421,Buccaneers,0,1,19,5,0,12,5,,5,5,15,29,15,29,8,19,8
11513438,Cardinals,0,1,19,16,0,1,32,,32,32,32,32,29,32,32,30,31
11513426,Lions,0,1,19,4,0,13,2,,2,8,7,19,4,7,4,21,6
11513429,Steelers,0,1,19,10,0,7,25,,25,22,24,25,10,24,15,5,11
11513440,Titans,0,1,19,2,0,15,3,,3,13,2,4,8,3,19,4,14
11513437,Texans,0,1,19,9,0,8,19,,19,23,23,3,24,8,10,28,20
11513423,Jets,0,1,19,13,0,4,28,,28,31,10,1,31,1,23,32,32
11513416,Eagles,0,1,19,15,0,2,31,,31,30,16,12,7,6,27,27,30
11513425,Raiders,0,1,19,6,0,11,9,,9,16,8,2,28,9,31,22,29
11513443,Bengals,0,1,19,7,0,10,12,,12,10,9,6,12,5,3,17,2
11513419,Saints,0,1,19,6,0,11,7,,7,9,13,20,11,22,2,25,7
11513435,Seahawks,0,1,19,6,0,11,8,,8,12,3,5,9,4,21,7,16
11513417,Ravens,0,1,19,5,0,12,6,,6,11,6,31,2,17,9,3,3
11513428,Falcons,0,1,19,8,0,9,15,,15,3,26,18,20,25,6,14,5
11513422,Cowboys,0,1,19,7,0,10,11,,11,29,5,27,3,11,25,20,24
11513445,Jaguars,0,1,19,9,0,8,18,,18,21,11,23,16,27,20,12,18
11513436,Rams,0,1,19,10,0,7,22,,22,17,20,16,22,23,12,23,15
11513442,Packers,0,1,19,14,0,3,30,,30,25,31,21,30,30,11,15,12
11513430,Broncos,0,1,19,1,0,16,1,,1,4,1,10,1,2,26,6,19
11513424,Patriots,0,1,19,4,0,13,4,,4,2,4,28,5,15,29,2,17
11513432,Dolphins,0,1,19,10,0,7,20,,20,28,12,8,27,14,22,26,26
11513418,Bears,0,1,19,9,0,8,17,,17,14,19,15,21,19,24,16,21
11513420,49ers,0,1,19,8,0,9,16,,16,1,28,22,18,28,1,1,1
11513439,Chargers,0,1,19,8,0,9,14,,14,15,27,11,26,18,16,8,13
11513444,Colts,0,1,19,13,0,4,29,,29,19,29,26,6,12,17,24,23
11513427,Giants,0,1,19,7,0,10,10,,10,7,21,14,25,21,13,11,9
11513415,Commanders,0,1,19,7,0,10,13,,13,20,14,13,17,13,30,9,25
11513441,Browns,0,1,19,10,0,7,23,,23,18,30,30,23,31,14,10,10
11535439,Jaguars,0,1,20,9,0,8,18,,18,21,11,23,16,27,20,12,18
11535422,Falcons,0,1,20,8,0,9,15,,15,3,26,18,20,25,6,14,5
11535421,Giants,0,1,20,7,0,10,10,,10,7,21,14,25,21,13,11,9
11535435,Browns,0,1,20,10,0,7,23,,23,18,30,30,23,31,14,10,10
11535432,Cardinals,0,1,20,16,0,1,32,,32,32,32,32,29,32,32,30,31
11535409,Commanders,0,1,20,7,0,10,13,,13,20,14,13,17,13,30,9,25
11535423,Steelers,0,1,20,10,0,7,25,,25,22,24,25,10,24,15,5,11
11535434,Titans,0,1,20,2,0,15,3,,3,13,2,4,8,3,19,4,14
11535412,Bears,0,1,20,9,0,8,17,,17,14,19,15,21,19,24,16,21
11535433,Chargers,0,1,20,8,0,9,14,,14,15,27,11,26,18,16,8,13
11535410,Eagles,0,1,20,15,0,2,31,,31,30,16,12,7,6,27,27,30
11535416,Cowboys,0,1,20,7,0,10,11,,11,29,5,27,3,11,25,20,24
11535437,Bengals,0,1,20,7,0,10,12,,12,10,9,6,12,5,3,17,2
11535436,Packers,0,1,20,14,0,3,30,,30,25,31,21,30,30,11,15,12
11535414,49ers,0,1,20,8,0,9,16,,16,1,28,22,18,28,1,1,1
11535431,Texans,0,1,20,9,0,8,19,,19,23,23,3,24,8,10,28,20
11535419,Raiders,0,1,20,6,0,11,9,,9,16,8,2,28,9,31,22,29
11535427,Panthers,0,1,20,10,0,7,21,,21,6,25,24,14,26,5,13,4
11535426,Dolphins,0,1,20,10,0,7,20,,20,28,12,8,27,14,22,26,26
11535424,Broncos,0,1,20,1,0,16,1,,1,4,1,10,1,2,26,6,19
11535408,Vikings,0,1,20,10,0,7,24,,24,26,22,9,32,20,7,31,22
11535413,Saints,0,1,20,6,0,11,7,,7,9,13,20,11,22,2,25,7
11535415,Buccaneers,0,1,20,5,0,12,5,,5,5,15,29,15,29,8,19,8
11535429,Seahawks,0,1,20,6,0,11,8,,8,12,3,5,9,4,21,7,16
11535411,Ravens,0,1,20,5,0,12,6,,6,11,6,31,2,17,9,3,3
11535418,Patriots,0,1,20,4,0,13,4,,4,2,4,28,5,15,29,2,17
11535428,Chiefs,0,1,20,12,0,5,27,,27,27,17,17,13,16,18,29,28
11535425,Bills,0,1,20,11,0,6,26,,26,24,18,7,19,10,28,18,27
11535430,Rams,0,1,20,10,0,7,22,,22,17,20,16,22,23,12,23,15
11535438,Colts,0,1,20,13,0,4,29,,29,19,29,26,6,12,17,24,23
11535420,Lions,0,1,20,4,0,13,2,,2,8,7,19,4,7,4,21,6
11535417,Jets,0,1,20,13,0,4,28,,28,31,10,1,31,1,23,32,32
11559786,Browns,0,1,21,10,0,7,23,,23,18,30,30,23,31,14,10,10
11559796,49ers,0,1,21,8,0,9,16,,16,1,28,22,18,28,1,1,1
11559785,Bengals,0,1,21,7,0,10,12,,12,10,9,6,12,5,3,17,2
11559787,Patriots,0,1,21,4,0,13,4,,4,2,4,28,5,15,29,2,17
11559778,Texans,0,1,21,9,0,8,19,,19,23,23,3,24,8,10,28,20
11559781,Titans,0,1,21,2,0,15,3,,3,13,2,4,8,3,19,4,14
11559766,Eagles,0,1,21,15,0,2,31,,31,30,16,12,7,6,27,27,30
11559790,Packers,0,1,21,14,0,3,30,,30,25,31,21,30,30,11,15,12
11559783,Jaguars,0,1,21,9,0,8,18,,18,21,11,23,16,27,20,12,18
11559774,Broncos,0,1,21,1,0,16,1,,1,4,1,10,1,2,26,6,19
11559791,Saints,0,1,21,6,0,11,7,,7,9,13,20,11,22,2,25,7
11559792,Cowboys,0,1,21,7,0,10,11,,11,29,5,27,3,11,25,20,24
11559779,Cardinals,0,1,21,16,0,1,32,,32,32,32,32,29,32,32,30,31
11559793,Falcons,0,1,21,8,0,9,15,,15,3,26,18,20,25,6,14,5
11559765,Vikings,0,1,21,10,0,7,24,,24,26,22,9,32,20,7,31,22
11559773,Steelers,0,1,21,10,0,7,25,,25,22,24,25,10,24,15,5,11
11559772,Lions,0,1,21,4,0,13,2,,2,8,7,19,4,7,4,21,6
11559777,Rams,0,1,21,10,0,7,22,,22,17,20,16,22,23,12,23,15
11559782,Colts,0,1,21,13,0,4,29,,29,19,29,26,6,12,17,24,23
11559768,Bears,0,1,21,9,0,8,17,,17,14,19,15,21,19,24,16,21
11559769,Buccaneers,0,1,21,5,0,12,5,,5,5,15,29,15,29,8,19,8
11559780,Chargers,0,1,21,8,0,9,14,,14,15,27,11,26,18,16,8,13
11559795,Commanders,0,1,21,7,0,10,13,,13,20,14,13,17,13,30,9,25
11559775,Dolphins,0,1,21,10,0,7,20,,20,28,12,8,27,14,22,26,26
11559789,Chiefs,0,1,21,12,0,5,27,,27,27,17,17,13,16,18,29,28
11559794,Giants,0,1,21,7,0,10,10,,10,7,21,14,25,21,13,11,9
11559788,Bills,0,1,21,11,0,6,26,,26,24,18,7,19,10,28,18,27
11559776,Seahawks,0,1,21,6,0,11,8,,8,12,3,5,9,4,21,7,16
11559784,Panthers,0,1,21,10,0,7,21,,21,6,25,24,14,26,5,13,4
11559770,Jets,0,1,21,13,0,4,28,,28,31,10,1,31,1,23,32,32
11559771,Raiders,0,1,21,6,0,11,9,,9,16,8,2,28,9,31,22,29
11559767,Ravens,0,1,21,5,0,12,6,,6,11,6,31,2,17,9,3,3
11563000,Commanders,0,1,22,7,0,10,13,,13,20,14,13,17,13,30,9,25
11562986,Titans,0,1,22,2,0,15,3,,3,13,2,4,8,3,19,4,14
11563001,49ers,0,1,22,8,0,9,16,,16,1,28,22,18,28,1,1,1
11562990,Bengals,0,1,22,7,0,10,12,,12,10,9,6,12,5,3,17,2
11562987,Colts,0,1,22,13,0,4,29,,29,19,29,26,6,12,17,24,23
11562980,Dolphins,0,1,22,10,0,7,20,,20,28,12,8,27,14,22,26,26
11562970,Vikings,0,1,22,10,0,7,24,,24,26,22,9,32,20,7,31,22
11562975,Jets,0,1,22,13,0,4,28,,28,31,10,1,31,1,23,32,32
11562991,Browns,0,1,22,10,0,7,23,,23,18,30,30,23,31,14,10,10
11562985,Chargers,0,1,22,8,0,9,14,,14,15,27,11,26,18,16,8,13
11562996,Saints,0,1,22,6,0,11,7,,7,9,13,20,11,22,2,25,7
11562978,Steelers,0,1,22,10,0,7,25,,25,22,24,25,10,24,15,5,11
11562973,Bears,0,1,22,9,0,8,17,,17,14,19,15,21,19,24,16,21
11562988,Jaguars,0,1,22,9,0,8,18,,18,21,11,23,16,27,20,12,18
11562992,Patriots,0,1,22,4,0,13,4,,4,2,4,28,5,15,29,2,17
11562983,Texans,0,1,22,9,0,8,19,,19,23,23,3,24,8,10,28,20
11562976,Raiders,0,1,22,6,0,11,9,,9,16,8,2,28,9,31,22,29
11562979,Broncos,0,1,22,1,0,16,1,,1,4,1,10,1,2,26,6,19
11562993,Bills,0,1,22,11,0,6,26,,26,24,18,7,19,10,28,18,27
11562997,Cowboys,0,1,22,7,0,10,11,,11,29,5,27,3,11,25,20,24
11562971,Eagles,0,1,22,15,0,2,31,,31,30,16,12,7,6,27,27,30
11562995,Packers,0,1,22,14,0,3,30,,30,25,31,21,30,30,11,15,12
11562998,Falcons,0,1,22,8,0,9,15,,15,3,26,18,20,25,6,14,5
11562994,Chiefs,0,1,22,12,0,5,27,,27,27,17,17,13,16,18,29,28
11562977,Lions,0,1,22,4,0,13,2,,2,8,7,19,4,7,4,21,6
11562999,Giants,0,1,22,7,0,10,10,,10,7,21,14,25,21,13,11,9
11562982,Rams,0,1,22,10,0,7,22,,22,17,20,16,22,23,12,23,15
11562974,Buccaneers,0,1,22,5,0,12,5,,5,5,15,29,15,29,8,19,8
11562981,Seahawks,0,1,22,6,0,11,8,,8,12,3,5,9,4,21,7,16
11562984,Cardinals,0,1,22,16,0,1,32,,32,32,32,32,29,32,32,30,31
11562989,Panthers,0,1,22,10,0,7,21,,21,6,25,24,14,26,5,13,4
11562972,Ravens,0,1,22,5,0,12,6,,6,11,6,31,2,17,9,3,3
11573944,Commanders,0,2,0,7,0,10,13,,0,20,14,13,17,13,30,9,25
11573934,Bengals,0,2,0,7,0,10,12,,0,10,9,6,12,5,3,17,2
11573914,Vikings,0,2,0,10,0,7,24,,0,26,22,9,32,20,7,31,22
11573922,Steelers,0,2,0,10,0,7,25,,0,22,24,25,10,24,15,5,11
11573915,Eagles,0,2,0,15,0,2,31,,0,30,16,12,7,6,27,27,30
11573920,Raiders,0,2,0,6,0,11,9,,0,16,8,2,28,9,31,22,29
11573943,Giants,0,2,0,7,0,10,10,,0,7,21,14,25,21,13,11,9
11573921,Lions,0,2,0,4,0,13,2,,0,8,7,19,4,7,4,21,6
11573931,Colts,0,2,0,13,0,4,29,,0,19,29,26,6,12,17,24,23
11573945,49ers,0,2,0,8,0,9,16,,0,1,28,22,18,28,1,1,1
11573928,Cardinals,0,2,0,16,0,1,32,,0,32,32,32,29,32,32,30,31
11573930,Titans,0,2,0,2,0,15,3,,0,13,2,4,8,3,19,4,14
11573925,Seahawks,0,2,0,6,0,11,8,,0,12,3,5,9,4,21,7,16
11573916,Ravens,0,2,0,5,0,12,6,,0,11,6,31,2,17,9,3,3
11573933,Panthers,0,2,0,10,0,7,21,,0,6,25,24,14,26,5,13,4
11573918,Buccaneers,0,2,0,5,0,12,5,,0,5,15,29,15,29,8,19,8
11573926,Rams,0,2,0,10,0,7,22,,0,17,20,16,22,23,12,23,15
11573942,Falcons,0,2,0,8,0,9,15,,0,3,26,18,20,25,6,14,5
11573939,Packers,0,2,0,14,0,3,30,,0,25,31,21,30,30,11,15,12
11573941,Cowboys,0,2,0,7,0,10,11,,0,29,5,27,3,11,25,20,24
11573937,Bills,0,2,0,11,0,6,26,,0,24,18,7,19,10,28,18,27
11573932,Jaguars,0,2,0,9,0,8,18,,0,21,11,23,16,27,20,12,18
11573936,Patriots,0,2,0,4,0,13,4,,0,2,4,28,5,15,29,2,17
11573917,Bears,0,2,0,9,0,8,17,,0,14,19,15,21,19,24,16,21
11573927,Texans,0,2,0,9,0,8,19,,0,23,23,3,24,8,10,28,20
11573935,Browns,0,2,0,10,0,7,23,,0,18,30,30,23,31,14,10,10
11573924,Dolphins,0,2,0,10,0,7,20,,0,28,12,8,27,14,22,26,26
11573919,Jets,0,2,0,13,0,4,28,,0,31,10,1,31,1,23,32,32
11573923,Broncos,0,2,0,1,0,16,1,,0,4,1,10,1,2,26,6,19
11573929,Chargers,0,2,0,8,0,9,14,,0,15,27,11,26,18,16,8,13
11573940,Saints,0,2,0,6,0,11,7,,0,9,13,20,11,22,2,25,7
11573938,Chiefs,0,2,0,12,0,5,27,,0,27,17,17,13,16,18,29,28
11595074,Commanders,0,2,2,7,0,10,13,,0,20,14,13,17,13,30,9,25
11595046,Ravens,0,2,2,5,0,12,6,,0,11,6,31,2,17,9,3,3
11595075,49ers,0,2,2,8,0,9,16,,0,1,28,22,18,28,1,1,1
11595063,Panthers,0,2,2,10,0,7,21,,0,6,25,24,14,26,5,13,4
11595048,Buccaneers,0,2,2,5,0,12,5,,0,5,15,29,15,29,8,19,8
11595070,Saints,0,2,2,6,0,11,7,,0,9,13,20,11,22,2,25,7
11595055,Rams,0,2,2,10,0,7,22,,0,17,20,16,22,23,12,23,15
11595051,Lions,0,2,2,4,0,13,2,,0,8,7,19,4,7,4,21,6
11595072,Falcons,0,2,2,8,0,9,15,,0,3,26,18,20,25,6,14,5
11595069,Packers,0,2,2,14,0,3,30,,0,25,31,21,30,30,11,15,12
11595073,Giants,0,2,2,7,0,10,10,,0,7,21,14,25,21,13,11,9
11595071,Cowboys,0,2,2,7,0,10,11,,0,29,5,27,3,11,25,20,24
11595067,Bills,0,2,2,11,0,6,26,,0,24,18,7,19,10,28,18,27
11595059,Chargers,0,2,2,8,0,9,14,,0,15,27,11,26,18,16,8,13
11595050,Raiders,0,2,2,6,0,11,9,,0,16,8,2,28,9,31,22,29
11595045,Eagles,0,2,2,15,0,2,31,,0,30,16,12,7,6,27,27,30
11595068,Chiefs,0,2,2,12,0,5,27,,0,27,17,17,13,16,18,29,28
11595066,Patriots,0,2,2,4,0,13,4,,0,2,4,28,5,15,29,2,17
11595057,Texans,0,2,2,9,0,8,19,,0,23,23,3,24,8,10,28,20
